x_degree: 2
y_degree: 2
num_x_ctrl_points: 100
num_y_ctrl_points: 100
x_knots: 0.02, 0.02, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99
y_knots: 0.2, 0.2, 0.2, 0.218367, 0.236735, 0.255102, 0.273469, 0.291837, 0.310204, 0.328571, 0.346939, 0.365306, 0.383673, 0.402041, 0.420408, 0.438776, 0.457143, 0.47551, 0.493878, 0.512245, 0.530612, 0.54898, 0.567347, 0.585714, 0.604082, 0.622449, 0.640816, 0.659184, 0.677551, 0.695918, 0.714286, 0.732653, 0.75102, 0.769388, 0.787755, 0.806122, 0.82449, 0.842857, 0.861224, 0.879592, 0.897959, 0.916327, 0.934694, 0.953061, 0.971429, 0.989796, 1.00816, 1.02653, 1.0449, 1.06327, 1.08163, 1.1, 1.11837, 1.13673, 1.1551, 1.17347, 1.19184, 1.2102, 1.22857, 1.24694, 1.26531, 1.28367, 1.30204, 1.32041, 1.33878, 1.35714, 1.37551, 1.39388, 1.41224, 1.43061, 1.44898, 1.46735, 1.48571, 1.50408, 1.52245, 1.54082, 1.55918, 1.57755, 1.59592, 1.61429, 1.63265, 1.65102, 1.66939, 1.68776, 1.70612, 1.72449, 1.74286, 1.76122, 1.77959, 1.79796, 1.81633, 1.83469, 1.85306, 1.87143, 1.8898, 1.90816, 1.92653, 1.9449, 1.96327, 1.98163
coefficients: 
9.84869, -85.3345, 72.2542, -63.8007, 58.7706, -0.759473, 24.5146, 25.6154, 15.1557, 28.1142, 21.0757, 25.8123, 26.5494, 26.8598, 28.9713, 29.3946, 30.9885, 31.8929, 33.0629, 34.154, 35.1995, 36.3306, 37.3635, 38.4439, 39.4975, 40.5429, 41.5814, 42.6095, 43.6268, 44.6372, 45.637, 46.6199, 47.6102, 48.5757, 49.5312, 50.4753, 51.4079, 52.3288, 53.2378, 54.1347, 55.0194, 55.8916, 56.7512, 57.598, 58.4318, 59.2525, 60.0598, 60.8537, 61.634, 62.4006, 63.1533, 63.892, 64.6166, 65.3269, 66.0229, 66.7043, 67.3712, 68.0234, 68.6608, 69.2834, 69.891, 70.4836, 71.0609, 71.6247, 72.1714, 72.7034, 73.2199, 73.7211, 74.2068, 74.6772, 75.1321, 75.5717, 75.9914, 76.4016, 76.7936, 77.1713, 77.533, 77.8803, 78.1843, 78.5137, 78.8058, 79.0971, 79.3621, 79.6257, 79.8583, 80.0858, 80.2912, 80.4865, 80.6631, 80.8276, 80.9749, 81.1093, 81.2274, 81.3324, 81.4214, 81.4973, 81.5575, 81.6051, 81.6367, 81.6466
-0.903068, 7.82468, -6.6253, 5.85026, -5.50214, 271.099, 175.597, 187.92, 251.782, 210.996, 259.428, 255.202, 268.754, 284.127, 291.37, 306.06, 315.428, 327.776, 338.835, 350.14, 361.539, 372.441, 383.664, 394.554, 405.439, 416.231, 426.922, 437.523, 448.034, 458.433, 468.733, 478.959, 489, 498.995, 508.876, 518.646, 528.303, 537.843, 547.266, 556.569, 565.751, 574.809, 583.741, 592.547, 601.224, 609.77, 618.184, 626.465, 634.61, 642.619, 650.489, 658.221, 665.811, 673.26, 680.565, 687.726, 694.742, 701.611, 708.333, 714.906, 721.33, 727.604, 733.727, 739.692, 745.513, 751.178, 756.691, 762.05, 767.254, 772.303, 777.198, 781.935, 786.537, 790.957, 795.232, 799.345, 803.305, 807.105, 810.871, 814.3, 817.671, 820.821, 823.865, 826.692, 829.435, 831.978, 834.399, 836.645, 838.754, 840.699, 842.503, 844.148, 845.65, 846.997, 848.202, 849.253, 850.164, 850.923, 851.546, 851.781
5.98862, -51.8888, 43.9351, -38.7948, 35.6933, 102.284, 189.785, 200.02, 173.066, 221.438, 205.434, 227.293, 236.255, 243.813, 257.138, 264.999, 276.594, 285.936, 296.098, 305.969, 315.656, 325.579, 335.146, 344.824, 354.372, 363.85, 373.261, 382.591, 391.838, 401.014, 410.105, 419.09, 428.047, 436.869, 445.605, 454.247, 462.795, 471.248, 479.602, 487.858, 496.012, 504.064, 512.012, 519.854, 527.589, 535.216, 542.733, 550.138, 557.431, 564.611, 571.675, 578.623, 585.454, 592.166, 598.758, 605.231, 611.581, 617.809, 623.914, 629.894, 635.75, 641.479, 647.082, 652.562, 657.909, 663.129, 668.219, 673.18, 678.011, 682.712, 687.282, 691.722, 696.016, 700.197, 704.238, 708.152, 711.931, 715.582, 719.011, 722.439, 725.665, 728.805, 731.779, 734.665, 737.369, 739.974, 742.427, 744.764, 746.959, 749.034, 750.972, 752.787, 754.468, 756.026, 757.452, 758.756, 759.929, 760.982, 761.905, 762.308
3.17072, -27.4729, 23.2618, -20.5402, 18.8934, 65.3472, 111.791, 126.729, 162.69, 142.012, 169.693, 168.823, 177.587, 187.336, 192.672, 202.043, 208.524, 216.618, 224.009, 231.529, 239.096, 246.39, 253.854, 261.132, 268.402, 275.618, 282.773, 289.875, 296.923, 303.904, 310.826, 317.702, 324.472, 331.211, 337.882, 344.486, 351.022, 357.488, 363.884, 370.207, 376.457, 382.633, 388.733, 394.757, 400.703, 406.57, 412.357, 418.064, 423.688, 429.23, 434.688, 440.062, 445.35, 450.552, 455.666, 460.693, 465.631, 470.48, 475.239, 479.907, 484.484, 488.969, 493.362, 497.658, 501.865, 505.976, 509.994, 513.917, 517.744, 521.476, 525.112, 528.652, 532.106, 535.448, 538.7, 541.853, 544.909, 547.866, 550.792, 553.522, 556.208, 558.761, 561.244, 563.595, 565.887, 568.058, 570.149, 572.131, 574.025, 575.816, 577.517, 579.118, 580.627, 582.037, 583.356, 584.578, 585.709, 586.743, 587.689, 588.112
0.461094, -3.99518, 3.38279, -2.98699, 2.72923, 53.3129, 64.7322, 94.7747, 97.7238, 126.006, 116.319, 129.013, 134.085, 138.331, 145.988, 150.419, 157.061, 162.374, 168.176, 173.811, 179.34, 185.014, 190.481, 196.019, 201.485, 206.914, 212.309, 217.661, 222.969, 228.241, 233.468, 238.638, 243.797, 248.882, 253.922, 258.913, 263.854, 268.745, 273.585, 278.372, 283.106, 287.786, 292.411, 296.981, 301.493, 305.949, 310.347, 314.685, 318.964, 323.183, 327.341, 331.438, 335.472, 339.443, 343.351, 347.195, 350.974, 354.688, 358.337, 361.919, 365.435, 368.884, 372.265, 375.581, 378.825, 382.002, 385.109, 388.147, 391.115, 394.014, 396.842, 399.601, 402.28, 404.9, 407.444, 409.919, 412.322, 414.656, 416.865, 419.081, 421.184, 423.242, 425.209, 427.13, 428.95, 430.718, 432.402, 434.023, 435.567, 437.045, 438.448, 439.784, 441.046, 442.242, 443.364, 444.42, 445.404, 446.321, 447.167, 447.557
1.46341, -12.6798, 10.7362, -9.48009, 8.71955, 31.3316, 52.8814, 60.0541, 77.3419, 80.6356, 97.8897, 96.7799, 101.893, 107.641, 110.549, 116.063, 119.716, 124.413, 128.661, 132.998, 137.369, 141.569, 145.883, 150.083, 154.284, 158.455, 162.592, 166.701, 170.781, 174.825, 178.836, 182.824, 186.75, 190.663, 194.539, 198.379, 202.181, 205.947, 209.673, 213.361, 217.009, 220.617, 224.183, 227.708, 231.191, 234.631, 238.028, 241.381, 244.689, 247.953, 251.17, 254.342, 257.468, 260.546, 263.577, 266.56, 269.494, 272.38, 275.217, 278.004, 280.742, 283.429, 286.066, 288.649, 291.185, 293.668, 296.1, 298.479, 300.807, 303.082, 305.304, 307.473, 309.597, 311.657, 313.669, 315.625, 317.529, 319.378, 321.216, 322.937, 324.638, 326.263, 327.851, 329.363, 330.847, 332.26, 333.631, 334.941, 336.203, 337.407, 338.561, 339.659, 340.706, 341.698, 342.64, 343.527, 344.364, 345.146, 345.879, 346.218
0.638426, -5.53168, 4.68377, -4.13577, 3.79884, 25.9856, 36.707, 47.6132, 54.3217, 63.6186, 68.517, 77.5878, 80.553, 82.9464, 87.7458, 90.2745, 94.3665, 97.5255, 101.033, 104.427, 107.751, 111.181, 114.47, 117.814, 121.112, 124.389, 127.647, 130.881, 134.089, 137.277, 140.439, 143.567, 146.693, 149.774, 152.829, 155.856, 158.854, 161.824, 164.764, 167.674, 170.554, 173.402, 176.22, 179.005, 181.758, 184.478, 187.164, 189.817, 192.436, 195.02, 197.569, 200.082, 202.56, 205.002, 207.407, 209.776, 212.107, 214.401, 216.656, 218.874, 221.054, 223.195, 225.296, 227.361, 229.384, 231.367, 233.311, 235.215, 237.079, 238.902, 240.684, 242.427, 244.122, 245.784, 247.402, 248.98, 250.517, 252.013, 253.431, 254.862, 256.222, 257.56, 258.842, 260.101, 261.297, 262.465, 263.583, 264.665, 265.702, 266.7, 267.655, 268.571, 269.443, 270.277, 271.067, 271.819, 272.529, 273.2, 273.828, 274.123
